,DeckIdx,CardIdx,Count
970,34,46,1
971,34,65,2
972,34,130,1
973,34,139,1
974,35,20,2
975,35,49,6
976,35,0,2
977,35,50,4
978,35,51,4
979,35,52,4
980,35,183,4
981,35,184,4
982,35,185,4
983,35,55,3
984,35,186,4
985,35,187,4
986,35,221,1
987,35,188,2
988,35,222,2
989,35,189,4
990,35,116,4
991,35,62,2
992,35,92,2
993,35,249,1
994,35,41,1
995,35,94,2
996,35,33,2
997,35,64,2
998,35,16,1
999,35,190,1
1000,35,66,2
1001,35,130,1
1002,36,20,1
1003,36,49,6
1004,36,0,2
1005,36,24,1
1006,36,50,4
1007,36,51,4
1008,36,52,4
1009,36,183,4
1010,36,184,4
1011,36,185,4
1012,36,55,2
1013,36,186,4
1014,36,187,4
1015,36,188,3
1016,36,66,1
1017,36,222,2
1018,36,189,4
1019,36,116,4
1020,36,62,2
1021,36,92,2
1022,36,217,1
1023,36,94,1
1024,36,221,1
1025,36,64,2
1026,36,16,1
1027,36,190,1
1028,36,46,1
1029,36,222,1
1030,36,130,2
1031,36,139,2
1032,37,49,5
1033,37,24,3
1034,37,50,4
1035,37,51,4
1036,37,52,4
1037,37,25,1
1038,37,104,2
1039,37,53,4
1040,37,54,4
1041,37,55,4
1042,37,11,4
1043,37,57,2
1044,37,58,4
1045,37,59,2
1046,37,60,4
1047,37,40,4
1048,37,61,1
1049,37,62,4
1050,37,92,2
1051,37,41,1
1052,37,63,2
1053,37,64,2
1054,37,16,2
1055,37,46,2
1056,37,65,2
1057,37,67,2
1058,38,22,2
1059,38,169,4
1060,38,205,1
1061,38,274,1
1062,38,23,1
1063,38,49,1
1064,38,0,1
1065,38,206,1
1066,38,254,1
1067,38,207,4
1068,38,97,4
1069,38,52,4
1070,38,150,4
1071,38,275,1
1072,38,208,3
1073,38,209,3
1074,38,210,4
1075,38,211,4
1076,38,213,4
1077,38,36,4
1078,38,56,3
1079,38,118,2
1080,38,216,3
1081,38,138,1
1082,38,269,2
1083,38,275,2
1084,38,208,1
1085,38,118,1
1086,38,206,1
1087,38,63,2
1088,38,16,2
1089,38,46,1
1090,38,39,2
1091,39,68,2
1092,39,22,1
1093,39,120,3
1094,39,121,4
1095,39,23,2
1096,39,49,3
1097,39,0,3
1098,39,97,3
1099,39,52,2
1100,39,255,1
1101,39,246,1
1102,39,124,3
1103,39,125,4
1104,39,247,1
1105,39,36,1
1106,39,248,2
1107,39,11,3
1108,39,200,4
1109,39,217,2
1110,39,250,4
1111,39,16,2
1112,39,65,1
1113,39,66,2
1114,39,39,1
1115,39,40,4
1116,39,128,1
1117,39,249,1
1118,39,276,1
1119,39,14,1
1120,39,105,1
1121,39,57,1
1122,39,29,1
1123,39,277,2
1124,39,63,2
1125,39,247,1
1126,39,46,1
1127,39,65,1
1128,39,35,1
1129,39,139,1
1130,40,278,1
1131,40,20,1
1132,40,141,4
1133,40,195,1
1134,40,143,4
1135,40,49,3
1136,40,24,2
1137,40,144,5
1138,40,145,2
1139,40,97,2
1140,40,149,3
1141,40,268,4
1142,40,83,2
1143,40,198,3
1144,40,84,4
1145,40,163,4
1146,40,154,1
1147,40,157,2
1148,40,66,2
1149,40,202,2
1150,40,161,1
1151,40,182,4
1152,40,158,3
1153,40,267,2
1154,40,172,1
1155,40,41,1
1156,40,42,1
1157,40,279,1
1158,40,162,2
1159,40,158,1
1160,40,46,2
1161,40,47,3
1162,40,139,1
1163,41,278,2
1164,41,20,1
1165,41,141,4
1166,41,195,1
1167,41,143,4
1168,41,49,2
1169,41,144,4
1170,41,145,2
1171,41,97,4
1172,41,149,4
1173,41,268,4
1174,41,83,2
1175,41,198,2
1176,41,84,4
1177,41,163,4
1178,41,267,1
1179,41,154,2
1180,41,157,2
1181,41,66,2
1182,41,202,2
1183,41,182,4
1184,41,158,3
1185,41,92,1
1186,41,267,2
1187,41,172,1
1188,41,41,1
1189,41,42,1
1190,41,227,1
1191,41,279,2
1192,41,162,2
1193,41,65,1
1194,41,47,2
1195,41,139,1
1196,42,76,4
1197,42,49,4
1198,42,24,4
1199,42,77,1
1200,42,78,1
1201,42,97,2
1202,42,79,4
1203,42,80,4
1204,42,81,2
1205,42,82,4
1206,42,83,4
1207,42,280,3
1208,42,84,4
1209,42,85,2
1210,42,47,3
1211,42,139,1
1212,42,114,1
1213,42,133,2
1214,42,88,2
1215,42,89,3
1216,42,66,1
1217,42,91,4
1218,42,92,2
1219,42,218,2
1220,42,208,2
1221,42,41,2
1222,42,14,1
1223,42,88,2
1224,42,46,1
1225,42,96,1
1226,42,220,1
1227,42,139,1
1228,43,20,2
1229,43,49,6
1230,43,0,2
1231,43,50,4
1232,43,51,4
1233,43,52,4
1234,43,183,4
1235,43,184,4
1236,43,185,4
1237,43,55,1
1238,43,186,4
1239,43,187,4
1240,43,221,2
1241,43,188,3
1242,43,222,2
1243,43,189,4
1244,43,116,4
1245,43,64,2
1246,43,92,2
1247,43,249,1
1248,43,41,2
1249,43,33,1
1250,43,16,1
1251,43,190,2
1252,43,46,2
1253,43,65,1
1254,43,66,1
1255,43,40,1
1256,43,130,1
1257,44,20,2
1258,44,49,6
1259,44,0,2
1260,44,50,4
1261,44,51,4
1262,44,52,4
1263,44,183,4
1264,44,184,4
1265,44,185,4
1266,44,55,1
1267,44,186,4
1268,44,187,4
1269,44,221,1
1270,44,188,3
1271,44,66,2
1272,44,222,2
1273,44,189,4
1274,44,116,4
1275,44,64,1
1276,44,92,2
1277,44,249,1
1278,44,41,2
1279,44,134,1
1280,44,95,1
1281,44,63,1
1282,44,64,2
1283,44,16,2
1284,44,65,1
1285,44,130,1
1286,44,139,1
1287,45,20,1
1288,45,49,6
1289,45,0,2
1290,45,24,1
1291,45,50,4
1292,45,51,4
1293,45,52,4
1294,45,183,4
1295,45,184,4
1296,45,185,4
1297,45,55,4
1298,45,186,4
1299,45,187,4
1300,45,221,1
1301,45,188,1
1302,45,222,1
1303,45,189,4
1304,45,116,4
1305,45,62,3
1306,45,92,2
1307,45,249,1
1308,45,41,2
1309,45,94,1
1310,45,221,1
1311,45,95,1
1312,45,64,2
1313,45,16,1
1314,45,190,2
1315,45,65,1
1316,45,139,1
1317,46,68,3
1318,46,120,4
1319,46,121,4
1320,46,23,14
1321,46,122,2
1322,46,26,4
1323,46,123,3
1324,46,124,3
1325,46,30,4
1326,46,125,3
1327,46,126,2
1328,46,127,4
1329,46,70,2
1330,46,128,4
1331,46,129,4
1332,46,43,4
1333,46,126,1
1334,46,45,3
1335,46,46,3
1336,46,130,4
1337,47,68,3
1338,47,120,3
1339,47,121,4
1340,47,23,14
1341,47,122,3
1342,47,26,4
1343,47,124,4
1344,47,29,2
1345,47,30,4
1346,47,125,4
1347,47,126,3
1348,47,127,4
1349,47,128,4
1350,47,129,4
1351,47,252,1
1352,47,29,1
1353,47,126,1
1354,47,45,2
1355,47,281,3
1356,47,35,2
1357,47,130,4
1358,47,168,1
1359,48,0,20
1360,48,78,3
1361,48,2,4
1362,48,191,4
1363,48,4,4
1364,48,5,3
1365,48,7,1
1366,48,9,4
1367,48,18,2
1368,48,10,1
1369,48,192,3
1370,48,11,4
1371,48,12,2
1372,48,16,2
1373,48,13,3
1374,48,14,2
1375,48,193,4
1376,48,16,2
1377,48,18,2
1378,48,178,2
1379,48,194,3
1380,49,68,3
1381,49,22,4
1382,49,120,4
1383,49,121,4
1384,49,23,10
1385,49,49,1
1386,49,26,4
1387,49,124,4
1388,49,30,4
1389,49,125,3
1390,49,126,3
1391,49,247,1
1392,49,127,4
1393,49,252,3
1394,49,216,3
1395,49,128,4
1396,49,129,1
1397,49,56,3
1398,49,29,1
1399,49,126,1
1400,49,167,1
1401,49,129,2
1402,49,282,3
1403,49,46,2
1404,49,39,2
1405,50,21,4
1406,50,22,4
1407,50,23,5
1408,50,24,3
1409,50,97,3
1410,50,25,3
1411,50,26,4
1412,50,27,1
1413,50,235,1
1414,50,28,4
1415,50,29,3
1416,50,30,4
1417,50,31,3
1418,50,32,3
1419,50,33,4
1420,50,34,4
1421,50,36,2
1422,50,70,1
1423,50,38,4
1424,50,56,2
1425,50,234,1
1426,50,41,1
1427,50,44,1
1428,50,236,2
1429,50,46,2
1430,50,39,2
1431,50,35,1
1432,50,48,2
1433,50,36,1
1434,51,76,4
1435,51,24,3
1436,51,77,4
1437,51,79,9
1438,51,98,1
1439,51,80,4
1440,51,283,2
1441,51,208,4
1442,51,237,3
1443,51,284,1
1444,51,238,2
1445,51,285,4
1446,51,286,2
1447,51,212,4
1448,51,114,3
1449,51,242,2
1450,51,88,4
1451,51,216,4
1452,51,92,2
1453,51,240,2
1454,51,41,2
1455,51,99,3
1456,51,89,1
1457,51,46,2
1458,51,130,1
1459,51,139,2
1460,52,287,3
1461,52,22,2
1462,52,169,1
1463,52,76,4
1464,52,49,1
1465,52,288,4
1466,52,97,1
1467,52,79,1
1468,52,98,2
1469,52,289,1
1470,52,80,4
1471,52,25,2
1472,52,290,2
1473,52,291,4
1474,52,208,4
1475,52,69,3
1476,52,285,4
1477,52,212,4
1478,52,292,1
1479,52,36,4
1480,52,114,2
1481,52,88,4
1482,52,293,2
1483,52,293,1
1484,52,169,1
1485,52,240,2
1486,52,14,1
1487,52,238,2
1488,52,119,2
1489,52,96,3
1490,52,220,1
1491,52,294,1
1492,52,139,1
1493,53,68,2
1494,53,120,2
1495,53,121,4
1496,53,23,2
1497,53,49,3
1498,53,0,3
1499,53,97,3
1500,53,52,2
1501,53,246,2
1502,53,25,1
1503,53,124,3
1504,53,125,4
1505,53,35,3
1506,53,248,1
1507,53,11,3
1508,53,200,4
1509,53,250,4
1510,53,57,2
1511,53,16,2
1512,53,65,1
1513,53,66,2
1514,53,39,2
1515,53,40,4
1516,53,19,1
1517,53,41,1
1518,53,217,1
1519,53,105,1
1520,53,29,1
1521,53,45,1
1522,53,63,2
1523,53,33,1
1524,53,247,1
1525,53,16,1
1526,53,251,1
1527,53,46,2
1528,53,213,2
1529,54,68,2
1530,54,120,3
1531,54,121,4
1532,54,23,2
1533,54,49,3
1534,54,0,3
1535,54,97,3
1536,54,52,2
1537,54,246,2
1538,54,25,1
1539,54,124,3
1540,54,125,4
1541,54,251,1
1542,54,35,1
1543,54,36,1
1544,54,248,1
1545,54,11,3
1546,54,200,4
1547,54,217,1
1548,54,250,4
1549,54,57,1
1550,54,16,2
1551,54,66,2
1552,54,39,2
1553,54,40,3
1554,54,128,2
1555,54,249,1
1556,54,217,1
1557,54,14,1
1558,54,105,1
1559,54,29,1
1560,54,295,1
1561,54,45,1
1562,54,63,2
1563,54,33,1
1564,54,247,1
1565,54,46,1
1566,54,65,2
1567,54,35,1
1568,55,141,4
1569,55,143,4
1570,55,49,6
1571,55,24,4
1572,55,145,4
1573,55,296,4
1574,55,55,4
1575,55,200,4
1576,55,133,4
1577,55,60,4
1578,55,297,2
1579,55,298,4
1580,55,299,4
1581,55,158,4
1582,55,62,4
1583,55,180,2
1584,55,162,2
1585,55,66,2
1586,55,300,3
1587,55,130,2
1588,55,163,2
1589,55,139,2
1590,56,76,4
1591,56,301,1
1592,56,77,3
1593,56,78,3
1594,56,79,10
1595,56,80,4
1596,56,302,4
1597,56,208,4
1598,56,238,2
1599,56,212,2
1600,56,303,4
1601,56,114,2
1602,56,99,3
1603,56,119,4
1604,56,88,4
1605,56,96,2
1606,56,304,4
1607,56,92,2
1608,56,114,1
1609,56,242,2
1610,56,218,1
1611,56,240,2
1612,56,99,1
1613,56,243,1
1614,56,33,2
1615,56,46,2
1616,56,219,1
1617,57,22,3
1618,57,169,4
1619,57,205,1
1620,57,49,1
1621,57,206,1
1622,57,207,4
1623,57,51,2
1624,57,97,4
1625,57,52,4
1626,57,131,1
1627,57,150,4
1628,57,208,3
1629,57,209,3
1630,57,33,2
1631,57,210,4
1632,57,211,2
1633,57,213,4
1634,57,36,4
1635,57,11,3
1636,57,16,2
1637,57,216,4
1638,57,249,1
1639,57,41,2
1640,57,118,2
1641,57,63,2
1642,57,46,3
1643,57,66,2
1644,57,39,2
1645,57,211,1
1646,58,305,1
1647,58,22,1
1648,58,140,2
1649,58,141,3
1650,58,76,1
1651,58,306,2
1652,58,307,2
1653,58,196,1
1654,58,223,2
1655,58,24,1
1656,58,50,2
1657,58,147,1
1658,58,97,4
1659,58,52,1
1660,58,131,2
1661,58,25,1
