,DeckIdx,CardIdx,Count
239,7,48,1
240,7,41,2
241,7,36,1
242,7,142,2
243,7,143,2
244,7,144,1
245,7,53,2
246,7,48,2
247,7,145,2
248,7,55,1
249,8,110,3
250,8,111,3
251,8,112,4
252,8,113,14
253,8,114,2
254,8,115,4
255,8,116,4
256,8,118,4
257,8,119,4
258,8,121,4
259,8,128,2
260,8,122,1
261,8,123,3
262,8,146,2
263,8,147,2
264,8,124,4
265,8,117,2
266,8,146,2
267,8,120,4
268,8,74,2
269,8,27,2
270,8,99,3
271,9,148,3
272,9,149,2
273,9,150,2
274,9,93,2
275,9,151,4
276,9,32,3
277,9,152,2
278,9,153,2
279,9,100,2
280,9,61,2
281,9,95,3
282,9,72,2
283,9,42,4
284,9,154,2
285,9,76,3
286,9,155,2
287,9,156,1
288,9,45,3
289,9,157,3
290,9,158,4
291,9,46,3
292,9,159,3
293,9,48,3
294,9,160,1
295,9,161,2
296,9,162,2
297,9,47,2
298,9,163,2
299,9,53,2
300,9,27,2
301,9,39,2
302,10,0,4
303,10,113,2
304,10,3,3
305,10,4,1
306,10,34,4
307,10,164,4
308,10,165,2
309,10,7,2
310,10,115,4
311,10,166,1
312,10,118,4
313,10,167,1
314,10,168,4
315,10,86,4
316,10,169,1
317,10,170,2
318,10,128,2
319,10,171,4
320,10,12,4
321,10,172,1
322,10,139,4
323,10,173,2
324,10,174,2
325,10,166,1
326,10,172,1
327,10,175,1
328,10,176,2
329,10,26,3
330,10,27,2
331,10,145,3
332,11,177,4
333,11,178,4
334,11,2,3
335,11,3,4
336,11,179,1
337,11,34,4
338,11,61,2
339,11,180,3
340,11,181,1
341,11,182,2
342,11,183,4
343,11,184,4
344,11,185,2
345,11,186,2
346,11,187,4
347,11,188,4
348,11,68,2
349,11,76,2
350,11,189,4
351,11,190,4
352,11,68,1
353,11,103,4
354,11,108,2
355,11,191,2
356,11,85,1
357,11,78,3
358,11,192,2
359,12,1,8
360,12,4,4
361,12,5,4
362,12,6,4
363,12,8,4
364,12,193,4
365,12,194,4
366,12,195,2
367,12,174,1
368,12,88,1
369,12,12,4
370,12,13,1
371,12,14,4
372,12,26,1
373,12,16,4
374,12,28,2
375,12,44,3
376,12,54,1
377,12,196,4
378,12,174,1
379,12,20,2
380,12,21,1
381,12,50,2
382,12,23,1
383,12,24,1
384,12,197,1
385,12,198,1
386,12,27,2
387,12,28,1
388,12,91,2
389,13,150,3
390,13,199,4
391,13,2,9
392,13,3,1
393,13,200,4
394,13,201,3
395,13,202,4
396,13,203,4
397,13,204,4
398,13,205,4
399,13,206,2
400,13,207,2
401,13,39,4
402,13,208,3
403,13,12,4
404,13,209,3
405,13,47,2
406,13,162,3
407,13,210,1
408,13,42,2
409,13,211,2
410,13,52,2
411,13,53,3
412,13,212,2
413,14,1,8
414,14,4,4
415,14,5,4
416,14,6,4
417,14,8,4
418,14,193,4
419,14,194,4
420,14,195,2
421,14,12,4
422,14,213,1
423,14,13,2
424,14,14,4
425,14,26,2
426,14,16,4
427,14,28,1
428,14,44,3
429,14,54,1
430,14,196,4
431,14,174,1
432,14,20,2
433,14,21,1
434,14,50,2
435,14,23,2
436,14,197,2
437,14,25,2
438,14,27,2
439,14,145,1
440,15,30,4
441,15,31,4
442,15,1,8
443,15,3,2
444,15,33,4
445,15,214,4
446,15,11,4
447,15,70,4
448,15,90,4
449,15,16,4
450,15,215,2
451,15,216,4
452,15,217,4
453,15,48,4
454,15,19,4
455,15,160,2
456,15,210,2
457,15,218,3
458,15,53,2
459,15,44,2
460,15,99,2
461,15,39,2
462,16,1,7
463,16,3,2
464,16,4,4
465,16,5,4
466,16,6,4
467,16,7,1
468,16,8,2
469,16,9,4
470,16,10,4
471,16,11,4
472,16,12,4
473,16,13,1
474,16,14,4
475,16,15,1
476,16,16,4
477,16,17,4
478,16,18,2
479,16,19,4
480,16,22,2
481,16,8,1
482,16,23,1
483,16,90,1
484,16,25,2
485,16,26,2
486,16,219,1
487,16,27,2
488,16,28,2
489,16,44,1
490,17,110,4
491,17,111,3
492,17,112,4
493,17,113,14
494,17,114,1
495,17,115,4
496,17,116,4
497,17,118,4
498,17,119,4
499,17,120,2
500,17,121,4
501,17,123,4
502,17,147,2
503,17,124,4
504,17,127,2
505,17,126,2
506,17,127,2
507,17,120,2
508,17,74,2
509,17,125,1
510,17,220,1
511,17,27,3
512,17,128,2
513,18,1,7
514,18,3,1
515,18,4,4
516,18,5,4
517,18,6,4
518,18,8,4
519,18,193,4
520,18,194,4
521,18,195,2
522,18,88,2
523,18,12,4
524,18,213,1
525,18,14,4
526,18,26,1
527,18,16,4
528,18,28,2
529,18,44,3
530,18,54,1
531,18,196,4
532,18,174,1
533,18,20,2
534,18,21,1
535,18,50,1
536,18,23,1
537,18,197,2
538,18,198,1
539,18,27,2
540,18,28,1
541,18,145,1
542,18,91,2
543,19,1,3
544,19,3,3
545,19,4,4
546,19,5,4
547,19,6,4
548,19,7,4
549,19,221,4
550,19,222,2
551,19,195,4
552,19,223,4
553,19,11,4
554,19,224,4
555,19,23,1
556,19,225,4
557,19,226,1
558,19,227,3
559,19,17,3
560,19,19,4
561,19,20,2
562,19,50,1
563,19,90,1
564,19,24,1
565,19,83,1
566,19,228,2
567,19,26,2
568,19,219,1
569,19,27,1
570,19,28,1
571,19,44,2
572,20,1,5
573,20,3,3
574,20,4,4
575,20,5,4
576,20,6,4
577,20,7,1
578,20,8,3
579,20,9,3
580,20,10,4
581,20,11,4
582,20,88,1
583,20,12,4
584,20,13,1
585,20,14,4
586,20,26,1
587,20,15,1
588,20,16,4
589,20,17,4
590,20,18,1
591,20,19,4
592,20,21,1
593,20,23,1
594,20,90,2
595,20,25,2
596,20,89,1
597,20,26,1
598,20,219,1
599,20,27,2
600,20,28,2
601,20,229,1
602,20,214,1
603,21,1,6
604,21,3,3
605,21,4,4
606,21,5,4
607,21,6,4
608,21,8,2
609,21,9,4
610,21,10,4
611,21,174,1
612,21,11,4
613,21,88,1
614,21,12,3
615,21,14,4
616,21,15,1
617,21,16,4
618,21,17,4
619,21,229,1
620,21,230,1
621,21,18,1
622,21,19,4
623,21,20,1
624,21,21,1
625,21,90,1
626,21,24,1
627,21,191,1
628,21,86,2
629,21,25,2
630,21,89,1
631,21,219,1
632,21,27,1
633,21,28,1
634,21,44,1
635,21,229,1
636,22,1,6
637,22,3,3
638,22,4,4
639,22,5,4
640,22,6,4
641,22,8,3
642,22,9,4
643,22,10,4
644,22,11,4
645,22,88,1
646,22,12,4
647,22,13,2
648,22,14,4
649,22,16,4
650,22,17,4
651,22,18,1
652,22,19,4
653,22,20,1
654,22,22,2
655,22,24,1
656,22,226,1
657,22,25,2
658,22,89,1
659,22,26,1
660,22,27,2
661,22,28,2
662,22,44,1
663,22,229,1
664,23,231,1
665,23,1,6
666,23,2,2
667,23,3,1
668,23,4,4
669,23,5,4
670,23,6,4
671,23,221,4
672,23,195,4
673,23,223,4
674,23,11,2
675,23,12,1
676,23,224,4
677,23,225,4
678,23,226,2
679,23,227,3
680,23,232,4
681,23,233,4
682,23,25,2
683,23,20,1
684,23,21,1
685,23,50,2
686,23,86,2
687,23,219,2
688,23,28,2
689,23,54,1
690,23,99,2
691,23,40,2
692,24,1,6
693,24,3,2
694,24,4,4
695,24,5,4
696,24,6,4
697,24,7,1
698,24,8,3
699,24,9,3
700,24,10,4
701,24,11,4
702,24,12,4
703,24,13,2
704,24,14,4
705,24,15,2
706,24,16,4
707,24,17,4
708,24,229,1
709,24,19,4
710,24,50,1
711,24,23,2
712,24,24,1
713,24,86,1
714,24,25,2
715,24,89,1
716,24,26,2
717,24,27,2
718,24,28,2
719,24,44,1
720,25,29,4
721,25,32,17
722,25,234,1
723,25,235,1
724,25,236,4
725,25,237,1
726,25,238,4
727,25,239,4
728,25,240,3
729,25,241,4
730,25,242,4
731,25,39,1
732,25,42,4
733,25,48,4
734,25,243,4
735,25,41,2
736,25,49,4
737,25,46,1
738,25,154,2
739,25,52,2
740,25,53,4
741,26,1,6
742,26,3,3
743,26,4,4
744,26,5,4
745,26,6,4
746,26,8,2
747,26,9,4
748,26,10,4
749,26,11,4
750,26,88,1
751,26,12,4
752,26,90,1
753,26,14,4
754,26,16,4
755,26,17,4
756,26,229,1
757,26,18,1
758,26,89,1
759,26,19,4
760,26,8,2
761,26,90,1
762,26,86,1
763,26,25,2
764,26,26,2
765,26,219,2
766,26,27,2
767,26,28,1
768,26,44,2
769,27,1,7
770,27,3,2
771,27,4,4
772,27,5,4
773,27,6,4
774,27,8,2
775,27,9,4
776,27,10,4
777,27,11,4
778,27,88,1
779,27,12,4
780,27,90,1
781,27,14,4
782,27,16,4
783,27,17,4
784,27,18,2
785,27,89,1
786,27,19,4
787,27,20,1
788,27,21,2
789,27,8,2
790,27,90,1
791,27,24,1
792,27,86,1
793,27,25,2
794,27,26,2
795,27,27,2
796,27,28,1
797,28,1,6
798,28,3,2
799,28,4,4
800,28,5,4
801,28,6,4
802,28,8,4
803,28,193,4
804,28,194,4
805,28,195,2
806,28,174,1
807,28,88,1
808,28,12,4
809,28,90,1
810,28,13,1
811,28,14,4
812,28,26,2
813,28,16,4
814,28,28,2
815,28,44,2
816,28,196,4
817,28,20,2
818,28,21,1
819,28,129,1
820,28,50,1
821,28,90,1
822,28,24,2
823,28,197,1
824,28,191,1
825,28,25,1
826,28,219,1
827,28,44,1
828,28,40,2
829,29,30,4
830,29,56,2
831,29,151,2
832,29,31,4
833,29,57,2
834,29,153,1
835,29,6,4
836,29,201,4
837,29,244,4
838,29,98,1
839,29,70,4
840,29,95,2
841,29,42,2
842,29,245,4
843,29,246,4
844,29,209,4
845,29,43,4
846,29,44,2
847,29,17,4
848,29,96,2
849,29,20,2
850,29,95,1
851,29,81,2
852,29,47,2
853,29,191,1
854,29,53,2
855,29,55,1
856,29,99,2
857,29,40,2
858,30,110,3
859,30,111,3
860,30,112,4
861,30,113,13
862,30,114,3
863,30,115,4
864,30,116,4
865,30,117,2
866,30,118,4
867,30,119,4
868,30,120,2
869,30,121,4
870,30,122,1
871,30,247,1
872,30,146,1
873,30,124,4
874,30,125,3
875,30,24,2
876,30,248,1
877,30,146,3
878,30,120,2
879,30,74,2
880,30,220,1
881,30,128,1
882,30,99,3
883,31,110,3
884,31,111,4
885,31,112,4
886,31,113,14
887,31,114,1
888,31,115,4
889,31,116,4
890,31,118,4
891,31,119,4
892,31,121,4
893,31,249,2
894,31,122,2
895,31,124,4
896,31,127,2
897,31,125,4
898,31,248,2
899,31,117,2
900,31,127,2
901,31,120,4
902,31,74,1
903,31,250,1
904,31,27,1
905,31,99,2
906,32,110,2
907,32,251,1
908,32,111,4
909,32,252,1
910,32,112,4
911,32,113,8
912,32,32,2
913,32,131,4
914,32,116,4
915,32,118,4
916,32,119,4
917,32,120,3
918,32,121,4
919,32,253,3
920,32,42,3
921,32,254,4
922,32,124,4
923,32,125,1
924,32,41,1
925,32,49,2
926,32,162,3
927,32,241,1
928,32,125,3
929,32,48,2
930,32,255,1
931,32,27,2
932,33,256,2
933,33,0,4
934,33,30,1
935,33,113,1
936,33,31,1
937,33,130,4
938,33,3,1
939,33,34,4
940,33,131,4
941,33,115,4
942,33,257,2
943,33,166,1
944,33,258,4
945,33,248,1
946,33,118,4
947,33,259,3
948,33,260,1
949,33,86,4
950,33,170,4
951,33,88,1
952,33,173,4
953,33,127,1
954,33,48,3
955,33,261,1
956,33,97,1
957,33,50,1
958,33,127,1
959,33,144,3
960,33,53,2
961,33,241,2
962,33,27,1
963,33,145,2
964,33,67,2
965,34,110,3
966,34,111,4
967,34,112,4
968,34,113,14
969,34,114,1
970,34,115,4
971,34,116,4
972,34,118,4
973,34,119,4
974,34,120,2
975,34,121,4
976,34,122,1
977,34,124,4
978,34,262,1
979,34,127,2
980,34,125,4
981,34,248,1
982,34,117,2
983,34,127,2
984,34,120,1
985,34,228,2
986,34,74,1
987,34,263,1
988,34,27,1
989,34,128,1
990,34,99,3
991,35,129,3
992,35,199,4
993,35,264,1
994,35,2,7
995,35,32,1
996,35,200,4
997,35,201,4
998,35,49,4
999,35,265,4
1000,35,239,4
1001,35,205,4
1002,35,266,4
1003,35,267,4
1004,35,39,4
1005,35,12,4
1006,35,209,4
1007,35,210,3
1008,35,23,2
1009,35,42,1
1010,35,53,4
1011,35,255,1
1012,35,212,2
1013,35,268,2
1014,36,1,6
1015,36,3,2
1016,36,4,4
1017,36,5,4
1018,36,6,4
1019,36,7,1
1020,36,8,3
1021,36,9,3
1022,36,10,4
1023,36,11,4
1024,36,88,2
1025,36,12,4
1026,36,14,4
1027,36,15,3
1028,36,16,4
1029,36,17,4
1030,36,19,4
1031,36,90,1
1032,36,193,1
1033,36,13,1
1034,36,226,1
1035,36,25,2
1036,36,26,2
1037,36,219,1
1038,36,27,2
1039,36,28,3
1040,36,229,1
1041,37,1,6
1042,37,3,2
1043,37,4,4
1044,37,5,4
1045,37,6,4
1046,37,8,4
1047,37,193,4
1048,37,194,4
1049,37,195,2
1050,37,174,2
1051,37,88,1
1052,37,12,4
1053,37,90,1
1054,37,14,4
1055,37,26,1
1056,37,16,4
1057,37,28,2
1058,37,44,2
1059,37,230,1
1060,37,196,4
1061,37,174,1
1062,37,20,2
1063,37,50,2
1064,37,23,1
1065,37,197,2
1066,37,198,2
1067,37,191,1
1068,37,26,1
1069,37,27,1
1070,37,91,2
1071,38,110,3
1072,38,111,4
1073,38,112,4
1074,38,113,13
1075,38,114,2
1076,38,115,4
1077,38,116,4
1078,38,117,2
1079,38,118,4
1080,38,119,4
1081,38,121,4
1082,38,249,2
1083,38,122,2
1084,38,124,4
1085,38,127,2
1086,38,125,2
1087,38,248,1
1088,38,127,2
1089,38,120,4
1090,38,74,2
1091,38,125,2
1092,38,27,1
1093,38,128,1
1094,38,99,2
1095,39,56,4
1096,39,1,5
1097,39,3,2
1098,39,60,2
1099,39,100,2
1100,39,61,5
1101,39,63,4
1102,39,102,2
1103,39,103,4
1104,39,37,4
1105,39,38,4
1106,39,85,1
1107,39,106,4
1108,39,55,2
1109,39,68,2
1110,39,269,1
1111,39,76,4
1112,39,77,2
1113,39,28,1
1114,39,44,1
1115,39,107,4
1116,39,20,2
1117,39,71,2
1118,39,50,1
1119,39,108,2
1120,39,81,2
1121,39,85,1
1122,39,27,2
1123,39,78,1
1124,39,98,1
1125,39,55,1
1126,40,1,7
1127,40,3,2
1128,40,4,4
1129,40,5,4
1130,40,6,4
1131,40,22,1
1132,40,8,2
1133,40,9,4
1134,40,10,4
1135,40,11,4
1136,40,88,1
1137,40,12,4
1138,40,13,1
1139,40,14,4
1140,40,15,1
1141,40,16,4
1142,40,17,4
1143,40,18,1
1144,40,19,4
1145,40,20,1
1146,40,22,2
1147,40,8,1
1148,40,23,1
1149,40,25,2
1150,40,89,2
1151,40,26,1
1152,40,27,2
1153,40,28,2
1154,40,91,1
1155,41,1,6
1156,41,3,2
1157,41,4,4
1158,41,5,4
1159,41,6,4
1160,41,7,1
1161,41,8,3
1162,41,9,4
1163,41,10,4
1164,41,11,4
1165,41,88,2
1166,41,12,4
1167,41,14,4
1168,41,15,1
1169,41,16,4
1170,41,17,4
1171,41,18,1
1172,41,19,4
1173,41,50,1
1174,41,22,2
1175,41,90,1
1176,41,193,1
1177,41,25,2
1178,41,89,1
1179,41,26,1
1180,41,219,1
1181,41,27,2
1182,41,28,2
1183,41,270,1
1184,42,1,6
1185,42,3,2
1186,42,4,4
1187,42,5,4
1188,42,6,4
1189,42,8,4
1190,42,193,4
1191,42,194,4
1192,42,195,2
1193,42,174,1
1194,42,88,2
1195,42,12,4
1196,42,213,1
1197,42,14,4
1198,42,26,1
1199,42,16,4
1200,42,28,2
1201,42,44,3
1202,42,196,4
1203,42,174,1
1204,42,20,3
1205,42,21,2
1206,42,90,2
1207,42,197,2
1208,42,86,1
1209,42,25,2
1210,42,27,2
1211,43,110,3
1212,43,111,4
1213,43,112,4
1214,43,113,13
1215,43,114,2
1216,43,115,4
1217,43,271,1
1218,43,116,4
1219,43,117,2
1220,43,118,4
1221,43,119,4
1222,43,121,4
1223,43,122,2
1224,43,123,2
1225,43,124,4
1226,43,125,3
1227,43,248,2
1228,43,127,3
1229,43,120,2
1230,43,228,1
1231,43,74,2
1232,43,263,1
1233,43,27,1
1234,43,128,1
1235,43,99,2
1236,44,29,4
1237,44,32,16
1238,44,100,1
1239,44,236,3
1240,44,237,2
1241,44,238,4
1242,44,239,4
1243,44,240,3
1244,44,241,4
1245,44,242,4
1246,44,39,3
1247,44,42,4
1248,44,48,4
1249,44,243,4
1250,44,49,4
1251,44,272,1
1252,44,273,1
1253,44,52,2
1254,44,53,4
1255,44,255,3
1256,45,1,3
1257,45,3,2
1258,45,4,4
1259,45,5,4
1260,45,34,1
1261,45,6,4
1262,45,7,4
1263,45,221,4
1264,45,222,1
1265,45,195,3
1266,45,223,4
1267,45,11,4
1268,45,224,4
1269,45,23,1
1270,45,225,4
1271,45,226,1
1272,45,227,2
1273,45,28,1
1274,45,44,1
1275,45,17,3
1276,45,25,1
1277,45,89,1
1278,45,19,3
1279,45,20,1
1280,45,50,1
1281,45,90,1
1282,45,24,1
1283,45,83,1
1284,45,228,2
1285,45,26,2
1286,45,219,1
1287,45,27,1
1288,45,44,1
1289,45,222,1
1290,45,40,2
1291,46,110,4
1292,46,111,4
1293,46,252,1
1294,46,112,4
1295,46,113,12
1296,46,115,3
1297,46,274,3
1298,46,118,4
1299,46,275,2
1300,46,276,1
1301,46,120,2
1302,46,121,4
1303,46,277,4
1304,46,253,3
1305,46,147,1
1306,46,278,4
1307,46,124,4
1308,46,117,1
1309,46,146,3
1310,46,120,2
1311,46,228,1
1312,46,74,2
1313,46,27,2
1314,46,99,2
1315,46,249,2
1316,47,110,2
1317,47,111,3
1318,47,112,4
1319,47,113,2
1320,47,1,3
1321,47,2,3
1322,47,34,3
1323,47,6,2
1324,47,165,2
1325,47,7,1
1326,47,116,3
1327,47,117,2
1328,47,119,4
1329,47,279,1
1330,47,12,3
1331,47,70,4
1332,47,73,1
1333,47,23,1
1334,47,280,4
1335,47,13,1
1336,47,191,1
1337,47,26,2
1338,47,28,1
1339,47,44,2
1340,47,145,1
1341,47,17,4
1342,47,73,1
1343,47,248,1
1344,47,228,1
1345,47,191,1
1346,47,86,1
1347,47,263,1
1348,47,26,1
1349,47,169,1
1350,47,27,2
1351,47,28,1
1352,47,128,1
1353,47,55,1
1354,47,40,1
1355,47,67,1
1356,48,129,3
1357,48,199,4
1358,48,264,4
1359,48,2,2
1360,48,3,3
1361,48,200,4
1362,48,201,4
1363,48,49,4
1364,48,175,3
1365,48,265,4
1366,48,239,4
1367,48,205,4
1368,48,266,4
1369,48,270,2
1370,48,39,4
1371,48,12,4
1372,48,42,2
1373,48,281,1
1374,48,162,3
1375,48,42,1
1376,48,52,3
1377,48,53,3
1378,48,281,1
1379,48,156,2
1380,48,212,2
1381,49,1,5
1382,49,3,3
1383,49,4,4
1384,49,5,4
1385,49,6,4
1386,49,7,1
1387,49,22,2
1388,49,8,1
1389,49,9,4
1390,49,10,4
1391,49,11,4
1392,49,12,4
1393,49,13,2
1394,49,14,4
1395,49,15,1
1396,49,16,4
1397,49,17,4
1398,49,18,1
1399,49,19,4
1400,49,22,2
1401,49,8,2
1402,49,193,1
1403,49,25,2
1404,49,89,1
1405,49,26,2
1406,49,27,2
1407,49,28,2
1408,49,44,1
1409,50,1,6
1410,50,3,3
1411,50,4,4
1412,50,5,4
1413,50,6,4
1414,50,22,2
1415,50,9,4
1416,50,10,4
1417,50,11,4
1418,50,12,4
1419,50,13,2
1420,50,14,4
1421,50,15,2
1422,50,16,4
1423,50,17,4
1424,50,18,1
1425,50,19,4
1426,50,22,1
1427,50,8,3
1428,50,23,1
1429,50,191,1
1430,50,25,2
1431,50,26,2
1432,50,27,2
1433,50,28,2
1434,50,229,1
1435,51,1,7
1436,51,3,1
1437,51,4,4
1438,51,5,4
1439,51,6,4
1440,51,8,4
1441,51,193,4
1442,51,194,4
1443,51,195,3
1444,51,174,1
1445,51,88,1
1446,51,12,4
1447,51,13,1
1448,51,14,4
1449,51,26,1
1450,51,16,4
1451,51,28,2
1452,51,44,3
1453,51,196,4
1454,51,174,1
1455,51,20,3
1456,51,21,1
1457,51,50,1
1458,51,90,1
1459,51,197,2
1460,51,83,1
1461,51,191,1
1462,51,25,1
1463,51,27,2
1464,51,91,1
1465,52,1,7
1466,52,3,2
1467,52,4,4
1468,52,5,4
1469,52,6,4
1470,52,8,2
1471,52,9,4
1472,52,10,4
1473,52,11,4
1474,52,88,2
1475,52,12,4
1476,52,14,4
1477,52,15,1
1478,52,16,4
1479,52,17,4
1480,52,18,2
1481,52,19,4
1482,52,21,1
1483,52,8,2
1484,52,23,1
1485,52,90,1
1486,52,25,3
1487,52,89,1
1488,52,26,2
1489,52,27,2
1490,52,28,2
1491,53,1,7
1492,53,3,2
1493,53,4,4
1494,53,5,4
1495,53,6,4
1496,53,8,2
1497,53,9,4
1498,53,10,4
1499,53,11,4
1500,53,88,1
1501,53,12,4
1502,53,13,1
1503,53,14,4
1504,53,15,1
1505,53,16,4
1506,53,17,4
1507,53,18,2
1508,53,19,4
1509,53,21,1
1510,53,8,2
1511,53,23,1
1512,53,90,1
1513,53,25,3
1514,53,89,1
1515,53,26,2
1516,53,27,2
1517,53,28,2
1518,54,231,1
1519,54,1,6
1520,54,2,2
1521,54,3,1
1522,54,4,4
1523,54,5,4
1524,54,6,4
1525,54,221,4
1526,54,195,4
1527,54,223,4
1528,54,11,3
1529,54,224,4
1530,54,225,4
1531,54,226,1
1532,54,227,2
1533,54,44,1
1534,54,232,4
1535,54,233,4
1536,54,19,3
1537,54,20,1
1538,54,21,1
1539,54,50,1
1540,54,81,1
1541,54,86,2
1542,54,25,2
1543,54,26,2
1544,54,219,1
1545,54,27,2
1546,54,28,1
1547,54,40,1
1548,55,1,5
1549,55,3,2
1550,55,4,4
1551,55,5,4
1552,55,6,4
1553,55,7,2
1554,55,22,1
1555,55,8,2
1556,55,9,4
1557,55,10,4
1558,55,11,4
1559,55,88,1
1560,55,12,4
1561,55,14,4
1562,55,15,1
1563,55,16,4
1564,55,17,4
1565,55,18,2
1566,55,19,4
1567,55,22,2
1568,55,90,1
1569,55,191,1
1570,55,25,2
1571,55,89,1
1572,55,26,2
1573,55,219,1
1574,55,27,2
1575,55,28,2
1576,55,44,1
1577,56,256,2
1578,56,0,4
1579,56,113,1
1580,56,130,4
1581,56,3,2
1582,56,34,4
1583,56,131,4
1584,56,7,1
1585,56,115,4
1586,56,97,1
1587,56,257,1
1588,56,166,1
1589,56,258,4
1590,56,248,1
1591,56,118,4
1592,56,259,2
1593,56,260,2
1594,56,86,3
1595,56,170,4
1596,56,88,1
1597,56,173,4
1598,56,127,1
1599,56,48,4
1600,56,27,1
1601,56,97,1
1602,56,282,1
1603,56,283,1
1604,56,284,1
1605,56,42,1
1606,56,176,1
1607,56,117,1
1608,56,144,1
1609,56,53,2
1610,56,241,1
1611,56,145,2
1612,56,128,1
1613,56,285,1
1614,57,110,3
1615,57,111,3
1616,57,112,4
1617,57,113,14
1618,57,114,2
1619,57,115,4
1620,57,271,1
1621,57,116,4
1622,57,117,1
1623,57,118,4
1624,57,119,4
1625,57,120,3
1626,57,121,4
1627,57,122,2
1628,57,124,4
1629,57,125,3
1630,57,122,1
1631,57,24,1
1632,57,248,3
1633,57,127,4
1634,57,74,1
1635,57,99,2
1636,57,286,1
1637,57,249,2
1638,58,110,2
1639,58,111,3
1640,58,112,4
1641,58,113,2
1642,58,1,3
1643,58,2,3
1644,58,34,3
1645,58,6,2
1646,58,164,1
1647,58,165,1
1648,58,7,1
1649,58,116,3
1650,58,119,4
1651,58,128,2
1652,58,88,1
1653,58,12,3
1654,58,70,4
1655,58,73,1
1656,58,23,1
1657,58,280,4
1658,58,287,1
1659,58,191,1
1660,58,26,2
1661,58,28,1
