,Name,Type,Rarity,Legendary,Power,Toughness,Ability Count,White,Blue,Black,Red,Green,Colorless
110,Sphinx of Forgotten Lore,Creature,mythic,False,3,3,2,0,2,0,0,0,2
111,Spyglass Siren,Creature,uncommon,False,1,1,2,0,1,0,0,0,0
112,"Kaito, Bane of Nightmares",Planeswalker,mythic,True,,,2,0,1,1,0,0,2
113,Duress,Sorcery,common,False,,,,0,0,1,0,0,0
114,The End,Instant,rare,False,,,,0,0,2,0,0,2
115,Ba Sing Se,Land,rare,False,,,1,0,0,0,0,1,0
116,Escape Tunnel,Land,common,False,,,,0,0,0,0,0,0
117,Fabled Passage,Land,rare,False,,,,0,0,0,0,0,0
118,Forest,Land,common,False,,,,0,0,0,0,1,0
119,Promising Vein,Land,common,False,,,,0,0,0,0,0,0
120,Badgermole Cub,Creature,mythic,False,2,2,1,0,0,0,0,1,1
121,Icetill Explorer,Creature,rare,False,2,4,2,0,0,0,0,2,2
122,"Leatherhead, Swamp Stalker",Creature,rare,True,5,4,1,0,0,0,0,2,2
123,Llanowar Elves,Creature,common,False,1,1,,0,0,0,0,1,0
124,Mightform Harmonizer,Creature,rare,False,4,4,2,0,0,0,0,2,2
125,Mossborn Hydra,Creature,rare,False,0,0,2,0,0,0,0,1,2
126,Sazh's Chocobo,Creature,uncommon,False,0,1,1,0,0,0,0,1,0
127,Archdruid's Charm,Instant,rare,False,,,,0,0,0,0,3,0
128,Esper Origins,Sorcery,rare,False,,,3,0,0,0,0,1,1
129,Earthbender Ascension,Enchantment,rare,False,,,2,0,0,0,0,1,2
130,Sapling Nursery,Enchantment,rare,False,,,2,0,0,0,0,2,6
131,Eumidian Terrabotanist,Creature,uncommon,False,2,3,1,0,0,0,0,1,1
132,Meltstrider's Resolve,Enchantment,uncommon,False,,,2,0,0,0,0,1,0
133,"Surrak, Elusive Hunter",Creature,rare,True,4,3,1,0,0,0,0,1,2
134,Cavern of Souls,Land,mythic,False,,,,0,0,0,0,0,0
135,Hushwood Verge,Land,rare,False,,,,1,0,0,0,1,0
136,Temple Garden,Land,rare,False,,,,1,0,0,0,1,0
137,Temple Garden,Land,rare,False,,,,1,0,0,0,1,0
138,"Aang, at the Crossroads",Creature,rare,True,3,3,3,1,1,0,0,1,2
139,"Appa, Steadfast Guardian",Creature,mythic,True,3,4,3,2,0,0,0,0,2
140,Bramble Familiar,Creature,rare,False,2,2,1,0,0,0,0,1,1
141,Charming Prince,Creature,rare,False,2,2,1,1,0,0,0,0,1
142,"Doc Aurlock, Grizzled Genius",Creature,uncommon,True,2,3,,0,1,0,0,1,0
143,Dreamdew Entrancer,Creature,rare,False,3,4,1,0,1,0,0,1,2
144,"Kellan, Inquisitive Prodigy",Creature,rare,True,3,4,3,0,1,0,0,1,2
145,Michelangelo's Technique,Sorcery,rare,False,,,1,0,0,0,0,1,4
146,Airbender Ascension,Enchantment,rare,False,,,1,1,0,0,0,0,1
147,Interdimensional Web Watch,Artifact,rare,False,,,,0,0,0,0,0,4
148,Cathar Commando,Creature,common,False,3,1,1,1,0,0,0,0,1
149,Kutzil's Flanker,Creature,rare,False,3,1,2,1,0,0,0,0,2
150,"Oko, Lorwyn Liege",Planeswalker,mythic,True,,,2,0,1,0,0,0,2
151,Spider-Sense,Instant,rare,False,,,1,0,1,0,0,0,1
152,Longstalk Brawl,Sorcery,common,False,,,2,0,0,0,0,1,0
153,Royal Treatment,Instant,uncommon,False,,,1,0,0,0,0,1,0
154,Bleachbone Verge,Land,rare,False,,,,1,0,1,0,0,0
155,Concealed Courtyard,Land,rare,False,,,,1,0,1,0,0,0
156,Dalkovan Encampment,Land,rare,False,,,,1,0,0,0,0,0
157,Godless Shrine,Land,rare,False,,,,1,0,1,0,0,0
158,Restless Fortress,Land,rare,False,,,,1,0,1,0,0,0
159,Shadowy Backstreet,Land,rare,False,,,1,1,0,1,0,0,0
160,Pyrrhic Strike,Instant,uncommon,False,,,1,1,0,0,0,0,2
161,Soul Search,Sorcery,uncommon,False,,,,1,0,1,0,0,0
162,Split Up,Sorcery,rare,False,,,,2,0,0,0,0,1
163,Caretaker's Talent,Enchantment,rare,False,,,,1,0,0,0,0,2
164,Carrot Cake,Artifact,common,False,,,1,1,0,0,0,0,1
165,"Kaya, Spirits' Justice",Planeswalker,mythic,True,,,1,1,0,1,0,0,2
166,Authority of the Consuls,Enchantment,rare,False,,,,1,0,0,0,0,0
167,Cruelclaw's Heist,Sorcery,rare,False,,,1,0,0,2,0,0,0
168,Doorkeeper Thrull,Creature,rare,False,1,2,2,1,0,0,0,0,1
169,"Liliana, Dreadhorde General",Planeswalker,mythic,True,,,,0,0,2,0,0,4
170,Stomping Ground,Land,rare,False,,,,0,0,0,1,1,0
171,Thornspire Verge,Land,rare,False,,,,0,0,0,1,1,0
172,Craterhoof Behemoth,Creature,mythic,False,5,5,1,0,0,0,0,3,5
173,North Wind Avatar,Creature,mythic,False,5,5,1,0,2,0,1,0,2
174,Outcaster Trailblazer,Creature,rare,False,4,2,1,0,0,0,0,1,2
175,Songcrafter Mage,Creature,rare,False,3,2,1,0,1,0,1,1,0
176,Spider Manifestation,Creature,common,False,2,2,1,0,0,0,0,0,1
177,Temur Battlecrier,Creature,rare,False,4,3,,0,1,0,1,1,0
178,Devastating Onslaught,Sorcery,mythic,False,,,,0,0,0,1,0,2
179,Nature's Rhythm,Sorcery,rare,False,,,1,0,0,0,0,2,1
180,Abrade,Instant,uncommon,False,,,,0,0,0,1,0,1
181,"Dragonhawk, Fate's Tempest",Creature,mythic,True,5,5,1,0,0,0,2,0,3
182,Insidious Fungus,Creature,uncommon,False,1,2,,0,0,0,0,1,0
183,Blazemire Verge,Land,rare,False,,,,0,0,1,1,0,0
184,Blood Crypt,Land,rare,False,,,,0,0,1,1,0,0
185,Blood Crypt,Land,rare,False,,,,0,0,1,1,0,0
186,Restless Vents,Land,rare,False,,,,0,0,1,1,0,0
187,Bloodghast,Creature,rare,False,2,1,1,0,0,2,0,0,0
188,"Carnage, Crimson Chaos",Creature,rare,True,4,3,2,0,0,1,1,0,2
189,"Casey Jones, Vigilante",Creature,rare,True,4,3,,0,0,0,2,0,1
190,Fear of Missing Out,Enchantment Creature,rare,False,2,3,1,0,0,0,1,0,1
191,Flamewake Phoenix,Creature,rare,False,2,2,3,0,0,0,2,0,1
192,"Inti, Seneschal of the Sun",Creature,rare,True,2,2,,0,0,0,1,0,1
193,Iron-Shield Elf,Creature,uncommon,False,3,1,,0,0,1,0,0,1
194,Marauding Mako,Creature,uncommon,False,1,1,1,0,0,0,1,0,0
195,Moonshadow,Creature,mythic,False,7,7,1,0,0,1,0,0,0
196,Bloodthorn Flail,Artifact,uncommon,False,,,1,0,0,1,0,0,0
197,Cool but Rude,Enchantment,rare,False,,,,0,0,0,1,0,1
198,Pyroclasm,Sorcery,uncommon,False,,,,0,0,0,1,0,1
199,"Tokka & Rahzar, Terrible Twos",Creature,rare,True,3,2,1,0,0,0,0,0,0
200,Hearth Elemental,Creature,uncommon,False,4,5,,0,0,0,1,0,5
201,Sunderflock,Creature,rare,False,5,5,1,0,2,0,0,0,7
202,Abandon Attachments,Instant,common,False,,,,0,0,0,0,0,1
203,Winternight Stories,Sorcery,rare,False,,,1,0,1,0,0,0,2
204,"Hydro-Man, Fluid Felon",Creature,rare,True,2,2,,0,2,0,0,0,0
205,Ill-Timed Explosion,Sorcery,rare,False,,,,0,1,0,1,0,2
206,Inspiring Vantage,Land,rare,False,,,,1,0,0,1,0,0
207,Sacred Foundry,Land,rare,False,,,,1,0,0,1,0,0
208,Sunbillow Verge,Land,rare,False,,,,1,0,0,1,0,0
209,Burnout Bashtronaut,Creature,rare,False,1,1,3,0,0,0,1,0,0
210,Hexing Squelcher,Creature,rare,False,2,2,1,0,0,0,1,0,1
211,Hired Claw,Creature,rare,False,1,2,,0,0,0,1,0,0
212,Nova Hellkite,Creature,rare,False,4,5,3,0,0,0,2,0,3
213,"Ojer Axonil, Deepest Might",Creature,mythic,True,4,4,2,0,0,0,2,0,2
214,Tersa Lightshatter,Creature,rare,True,3,3,1,0,0,0,1,0,2
215,Boros Charm,Instant,uncommon,False,,,,1,0,0,1,0,0
216,Lightning Helix,Instant,uncommon,False,,,,1,0,0,1,0,0
217,Exorcise,Sorcery,uncommon,False,,,,1,0,0,0,0,1
218,Magebane Lizard,Creature,uncommon,False,1,4,,0,0,0,1,0,1
219,The Legend of Roku,Enchantment,mythic,False,,,2,0,0,0,2,0,2
220,Glacial Dragonhunt,Sorcery,uncommon,False,,,1,0,1,0,1,0,0
221,Valley Floodcaller,Creature,rare,False,2,2,1,0,1,0,0,0,2
222,Sygg's Command,Kindred Sorcery,rare,False,,,,1,1,0,0,0,1
223,Firdoch Core,Kindred Artifact,common,False,,,1,0,0,0,0,0,3
224,Roiling Dragonstorm,Enchantment,uncommon,False,,,,0,1,0,0,0,1
225,Pinnacle Starcage,Artifact,rare,False,,,,2,0,0,0,0,1
226,Slagstorm,Sorcery,rare,False,,,,0,0,0,2,0,1
227,Scrapshooter,Creature,rare,False,4,4,2,0,0,0,0,2,1
228,Gran-Gran,Creature,uncommon,True,1,2,,0,1,0,0,0,0
229,"Toph, Hardheaded Teacher",Creature,rare,True,3,4,1,0,0,0,1,1,2
230,Accumulate Wisdom,Instant,uncommon,False,,,,0,1,0,0,0,1
231,Combustion Technique,Instant,uncommon,False,,,,0,0,0,1,0,1
232,Firebending Lesson,Instant,common,False,,,1,0,0,0,1,0,0
233,Iroh's Demonstration,Sorcery,uncommon,False,,,,0,0,0,1,0,1
234,It'll Quench Ya!,Instant,common,False,,,,0,1,0,0,0,1
235,Origin of Metalbending,Instant,common,False,,,,0,0,0,0,1,1
236,Torch the Tower,Instant,common,False,,,2,0,0,0,1,0,0
237,Unsummon,Instant,common,False,,,,0,1,0,0,0,0
238,Agna Qel'a,Land,rare,False,,,,0,1,0,0,0,0
239,Artist's Talent,Enchantment,rare,False,,,,0,0,0,1,0,1
240,Monument to Endurance,Artifact,rare,False,,,1,0,0,0,0,0,3
241,"Agent Bishop, Man in Black",Creature,rare,True,1,2,,1,0,0,0,0,2
242,Cheeky House-Mouse,Creature,uncommon,False,2,1,,1,0,0,0,0,0
243,Cosmogrand Zenith,Creature,mythic,False,2,4,,1,0,0,0,0,2
244,Figure of Fable,Creature,rare,False,1,1,,0,0,0,0,0,0
245,"Haliya, Guided by Light",Creature,rare,True,3,3,1,1,0,0,0,0,2
246,"Momo, Friendly Flier",Creature,rare,True,1,1,1,1,0,0,0,0,0
247,Nurturing Pixie,Creature,uncommon,False,1,1,1,1,0,0,0,0,0
248,Sage of the Skies,Creature,rare,False,2,3,2,1,0,0,0,0,2
249,Starfield Shepherd,Creature,uncommon,False,3,2,2,2,0,0,0,0,3
250,Springleaf Drum,Artifact,uncommon,False,,,,0,0,0,0,0,1
251,Thundering Falls,Land,rare,False,,,1,0,1,0,1,0,0
252,Inevitable Defeat,Instant,rare,False,,,,1,0,1,1,0,1
253,Jeskai Revelation,Instant,mythic,False,,,,1,1,0,1,0,4
254,Bushwhack,Sorcery,common,False,,,1,0,0,0,0,1,0
255,Keen-Eyed Curator,Creature,rare,False,3,3,,0,0,0,0,2,0
256,Webstrike Elite,Creature,rare,False,3,3,2,0,0,0,0,2,0
257,Pick Your Poison,Sorcery,common,False,,,,0,0,0,0,1,0
258,"Eden, Seat of the Sanctum",Land,uncommon,False,,,1,0,0,0,0,0,0
259,Evolving Wilds,Land,common,False,,,,0,0,0,0,0,0
260,Traveling Chocobo,Creature,mythic,False,3,2,,0,0,0,0,1,2
261,Shared Roots,Sorcery,uncommon,False,,,,0,0,0,0,1,1
262,Sheltered by Ghosts,Enchantment,uncommon,False,,,1,1,0,0,0,0,1
263,Botanical Sanctum,Land,rare,False,,,,0,1,0,0,1,0
264,Brightglass Gearhulk,Artifact Creature,mythic,False,4,4,2,2,0,0,0,2,0
265,Gene Pollinator,Artifact Creature,common,False,1,2,,0,0,0,0,1,0
266,Mockingbird,Creature,rare,False,1,1,1,0,1,0,0,0,1
267,Ouroboroid,Creature,mythic,False,1,3,,0,0,0,0,2,2
268,Unable to Scream,Enchantment,common,False,,,1,0,1,0,0,0,0
269,Lumbering Worldwagon,Artifact,rare,False,,,1,0,0,0,0,1,2
270,"Sandman, Shifting Scoundrel",Creature,rare,True,*,*,,0,0,0,0,2,1
271,Maelstrom of the Spirit Dragon,Land,rare,False,,,,0,0,0,0,0,0
272,Magmatic Hellkite,Creature,rare,False,4,5,1,0,0,0,2,0,2
273,Magmatic Hellkite,Creature,rare,False,4,5,1,0,0,0,2,0,2
274,"Sarkhan, Dragon Ascendant",Creature,rare,True,2,2,2,0,0,0,1,0,1
275,Twinflame Tyrant,Creature,mythic,False,3,5,1,0,0,0,2,0,3
276,Windcrag Siege,Enchantment,rare,False,,,,1,0,0,1,0,1
277,Phantom Interference,Instant,common,False,,,1,0,1,0,0,0,0
278,Twinmaw Stormbrood,Creature,uncommon,False,5,4,1,1,0,0,0,0,5
279,Fecund Greenshell,Creature,rare,False,4,6,1,0,0,0,0,2,3
280,Curious Farm Animals,Creature,common,False,1,1,,1,0,0,0,0,0
281,Kinbinding,Enchantment,rare,False,,,,2,0,0,0,0,3
282,"Bristly Bill, Spine Sower",Creature,mythic,True,2,2,1,0,0,0,0,1,1
283,"Michelangelo, Weirdness to 11",Creature,rare,True,1,1,,0,0,0,0,1,1
284,"Mikey & Leo, Chaos & Order",Creature,rare,True,2,2,,0,0,0,0,0,0
285,Tifa Lockhart,Creature,rare,True,1,2,2,0,0,0,0,1,1
286,Snakeskin Veil,Instant,uncommon,False,,,,0,0,0,0,1,0
287,Analyze the Pollen,Sorcery,rare,False,,,1,0,0,0,0,1,0
288,Full Bore,Instant,uncommon,False,,,,0,0,0,1,0,0
289,Spectacular Tactics,Instant,common,False,,,,1,0,0,0,0,1
290,Champion of the Weird,Creature,rare,False,5,5,2,0,0,1,0,0,3
291,Chomping Changeling,Creature,uncommon,False,1,2,1,0,0,0,0,1,2
292,Explosive Prodigy,Creature,uncommon,False,1,1,1,0,0,0,1,0,1
293,"Ygra, Eater of All",Creature,mythic,True,6,6,1,0,0,1,0,1,3
294,Vivien Reid,Planeswalker,mythic,True,,,,0,0,0,0,2,3
295,Heritage Reclamation,Instant,common,False,,,,0,0,0,0,1,1
296,Loch Mare,Creature,mythic,False,4,5,,0,1,0,0,0,1
297,Vibrance,Creature,mythic,False,4,4,1,0,0,0,0,0,3
298,Thundertrap Trainer,Creature,rare,False,1,2,1,0,1,0,0,0,1
299,Hide on the Ceiling,Instant,rare,False,,,,0,1,0,0,0,1
300,Long River's Pull,Instant,uncommon,False,,,1,0,2,0,0,0,0
301,Splash Portal,Sorcery,uncommon,False,,,,0,1,0,0,0,0
302,Cori Mountain Monastery,Land,rare,False,,,,0,0,0,1,0,0
303,Pit of Offerings,Land,uncommon,False,,,,0,0,0,0,0,0
304,Restless Vinestalk,Land,rare,False,,,,0,1,0,0,1,0
305,Secluded Courtyard,Land,uncommon,False,,,,0,0,0,0,0,0
306,"Ashling, Rekindled",Creature,rare,True,1,3,1,0,0,0,1,0,1
307,Flamebraider,Creature,uncommon,False,2,2,,0,0,0,1,0,1
308,Roaming Throne,Artifact Creature,rare,False,4,4,1,0,0,0,0,0,4
309,Sunspine Lynx,Creature,rare,False,5,4,,0,0,0,2,0,2
310,Wear Down,Sorcery,uncommon,False,,,1,0,0,0,0,1,1
311,Eclipsed Realms,Land,uncommon,False,,,,0,0,0,0,0,0
312,Doomsday Excruciator,Creature,rare,False,6,6,1,0,0,6,0,0,0
313,Malboro,Creature,common,False,4,4,5,0,0,2,0,0,4
314,Archenemy's Charm,Instant,rare,False,,,,0,0,3,0,0,0
315,Insatiable Avarice,Sorcery,rare,False,,,1,0,0,1,0,0,0
316,Intimidation Tactics,Sorcery,uncommon,False,,,1,0,0,1,0,0,0
317,Overlord of the Balemurk,Enchantment Creature,mythic,False,5,5,2,0,0,2,0,0,3
318,Blooming Marsh,Land,rare,False,,,,0,0,1,0,1,0
319,"Evendo, Waking Haven",Land,mythic,False,,,1,0,0,0,0,1,0
320,"Susur Secundi, Void Altar",Land,mythic,False,,,1,0,0,1,0,0,0
321,Wastewood Verge,Land,rare,False,,,,0,0,1,0,1,0
322,"Armaggon, Future Shark",Creature,rare,True,9,6,1,0,0,2,0,0,6
323,"Ghalta, Stampede Tyrant",Creature,mythic,True,12,12,1,0,0,0,0,3,5
324,"Kona, Rescue Beastie",Creature,rare,True,4,3,1,0,0,0,0,1,3
325,Summon: Bahamut,Enchantment Creature,mythic,False,9,9,1,0,0,0,0,0,9
326,"Valgavoth, Terror Eater",Creature,mythic,True,9,9,3,0,0,3,0,0,6
327,Vaultborn Tyrant,Creature,mythic,False,6,6,1,0,0,0,0,2,5
328,Zuko's Conviction,Instant,uncommon,False,,,1,0,0,1,0,0,0
329,Absolute Virtue,Creature,mythic,True,8,8,1,1,1,0,0,0,6
330,Frenzied Baloth,Creature,rare,False,3,2,2,0,0,0,0,2,0
331,Overlord of the Hauntwoods,Enchantment Creature,mythic,False,6,5,1,0,0,0,0,2,3
332,The Last Ronin,Enchantment,mythic,False,,,1,0,0,1,0,1,4
333,"Ardyn, the Usurper",Creature,rare,True,4,4,1,0,0,3,0,0,5
334,Bringer of the Last Gift,Creature,rare,False,6,6,1,0,0,2,0,0,6
335,Terror of the Peaks,Creature,mythic,False,5,4,1,0,0,0,2,0,3
336,Shredder's Technique,Sorcery,uncommon,False,,,1,0,0,1,0,0,2
337,Novice Inspector,Creature,common,False,1,2,1,1,0,0,0,0,0
338,"Eirdu, Carrier of Dawn",Creature,mythic,True,5,5,3,2,0,0,0,0,3
339,Ashling's Command,Kindred Instant,rare,False,,,1,0,1,0,1,0,3
340,Thunder Magic,Instant,common,False,,,4,0,0,0,1,0,0
341,Enduring Innocence,Enchantment Creature,rare,False,2,1,1,2,0,0,0,0,1
342,Restless Ridgeline,Land,rare,False,,,,0,0,0,1,1,0
343,Bebop & Rocksteady,Creature,rare,True,7,5,,0,0,0,0,0,1
344,Cenote Scout,Creature,uncommon,False,1,1,1,0,0,0,0,1,0
345,Patchwork Beastie,Artifact Creature,uncommon,False,3,3,2,0,0,0,0,1,0
346,Summon: Brynhildr,Enchantment Creature,rare,False,2,1,,0,0,0,1,0,1
347,Wildfire Wickerfolk,Artifact Creature,uncommon,False,3,2,2,0,0,0,1,1,0
348,Blossoming Defense,Instant,uncommon,False,,,,0,0,0,0,1,0
349,Break Out,Sorcery,uncommon,False,,,,0,0,0,1,1,0
350,Overprotect,Instant,uncommon,False,,,,0,0,0,0,1,1
351,Synchronized Charge,Sorcery,uncommon,False,,,1,0,0,0,0,1,1
352,Violent Urge,Instant,uncommon,False,,,1,0,0,0,1,0,0
353,Bristlebane Battler,Creature,rare,False,6,6,2,0,0,0,0,1,1
354,Innkeeper's Talent,Enchantment,rare,False,,,,0,0,0,0,1,1
355,Vengeful Possession,Sorcery,uncommon,False,,,,0,0,0,1,0,2
356,"Suki, Courageous Rescuer",Creature,rare,True,2,4,,2,0,0,0,0,1
357,Gallant Strike,Instant,uncommon,False,,,1,1,0,0,0,0,1
358,Expel the Interlopers,Sorcery,rare,False,,,,2,0,0,0,0,3
359,Spectacular Spider-Man,Creature,rare,True,3,2,1,1,0,0,0,0,1
360,Focus Fire,Instant,common,False,,,,1,0,0,0,0,0
361,The Ooze,Artifact,rare,True,,,,0,0,0,0,0,2
362,Primal Might,Sorcery,rare,False,,,1,0,0,0,0,1,1
363,Emberheart Challenger,Creature,rare,False,2,2,3,0,0,0,1,0,1
